Program Version:,EnergyPlus, Version 8.3.0-6d97d074ea, YMD=2017.09.20 23:03
Tabular Output Report in Format: ,Comma

Building:,Building
Environment:,WHOLEYEAR ** Pittsburgh Allegheny Co Ap PA USA TMY3 WMO#=725205

----------------------------------------------------------------------------------------------------
REPORT:,Annual Building Utility Performance Summary
FOR:,Entire Facility
Values gathered over      2160.00 hours
WARNING: THE REPORT DOES NOT REPRESENT A FULL ANNUAL SIMULATION.

Site and Source Energy

,,Total Energy [kWh],Energy Per Total Building Area [kWh/m2],Energy Per Conditioned Building Area [kWh/m2]
,Total Site Energy,48862.37,79.89,89.49
,Net Site Energy,48862.37,79.89,89.49
,Total Source Energy,174392.40,285.13,319.41
,Net Source Energy,174392.40,285.13,319.41


Site to Source Energy Conversion Factors

,,Site=>Source Conversion Factor
,Electricity,3.167
,Natural Gas,1.084
,District Cooling,1.056
,District Heating,3.613
,Steam,0.250
,Gasoline,1.050
,Diesel,1.050
,Coal,1.050
,Fuel Oil #1,1.050
,Fuel Oil #2,1.050
,Propane,1.050
,Other Fuel 1,1.000
,Other Fuel 2,1.000


Building Area

,,Area [m2]
,Total Building Area,611.63
,Net Conditioned Building Area,545.99
,Unconditioned Building Area,65.64


End Uses

,,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,Heating,0.00,0.00,0.00,0.00,44014.83,0.00
,Cooling,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Lighting,206.71,0.00,0.00,0.00,0.00,0.00
,Exterior Lighting,0.00,0.00,0.00,0.00,0.00,0.00
,Interior Equipment,2917.17,0.00,0.00,0.00,0.00,0.00
,Exterior Equipment,0.00,0.00,0.00,0.00,0.00,0.00
,Fans,0.00,0.00,0.00,0.00,0.00,0.00
,Pumps,1723.66,0.00,0.00,0.00,0.00,0.00
,Heat Rejection,0.00,0.00,0.00,0.00,0.00,0.00
,Humidification,0.00,0.00,0.00,0.00,0.00,0.00
,Heat Recovery,0.00,0.00,0.00,0.00,0.00,0.00
,Water Systems,0.00,0.00,0.00,0.00,0.00,0.00
,Refrigeration,0.00,0.00,0.00,0.00,0.00,0.00
,Generators,0.00,0.00,0.00,0.00,0.00,0.00
,,,,,,,
,Total End Uses,4847.54,0.00,0.00,0.00,44014.83,0.00
Note: District heat appears to be the principal heating source based on energy usage.


End Uses By Subcategory

,,Subcategory,Electricity [kWh],Natural Gas [kWh],Additional Fuel [kWh],District Cooling [kWh],District Heating [kWh],Water [m3]
,SMALLCONF_WALL_11_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.49,0.28,0.26,2.03,2.03,1.793,0.288,0.252,5.333,5.333,No,SMALLCONF_WALL_11_0_0,195.00,90.00,S
,SMALLCONF_WALL_13_1_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.89,0.23,0.06,1.18,1.18,1.793,0.288,0.252,5.333,5.333,No,SMALLCONF_WALL_13_1_0,195.00,90.00,S
,LARGECONF1_WALL_3_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,3.55,0.42,0.40,4.37,4.37,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_3_0_0,14.97,90.00,N
,LARGECONF1_WALL_5_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,4.14,0.45,0.43,5.02,5.02,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_5_0_0,14.97,90.00,N
,LARGECONF1_WALL_7_0_0_0_0_0_WIN_WEST,LOWE_DOUBLE_LAYER_UIP0D43_100123456,2.77,0.35,0.18,3.30,3.30,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_7_0_0_WEST,14.90,90.00,N
,LARGECONF1_WALL_7_0_0_0_0_0_WIN_MID,LOWE_DOUBLE_LAYER_UIP0D43_100123456,2.77,0.35,0.19,3.31,3.31,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_7_0_0_MID,14.90,90.00,N
,LARGECONF1_WALL_7_0_0_0_0_0_WIN_EAST,LOWE_DOUBLE_LAYER_UIP0D43_100123456,2.69,0.35,0.18,3.22,3.22,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_7_0_0_EAST,14.89,90.00,N
,LARGECONF1_WALL_9_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.49,0.27,0.10,1.86,1.86,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_9_0_0,14.97,90.00,N
,LARGECONF1_WALL_11_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.79,0.30,0.28,2.37,2.37,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_11_0_0,14.97,90.00,N
,LARGECONF1_WALL_12_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.31,0.19,0.02,0.52,0.52,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_12_0_0,284.97,90.00,W
,LARGECONF1_WALL_13_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.42,0.25,0.00,1.67,1.67,1.793,0.288,0.252,5.333,0.000,Yes,LARGECONF1_WALL_13_0_0,285.00,90.00,W
,LARGECONF1_WALL_13_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.62,0.19,0.00,0.81,0.81,1.793,0.288,0.252,5.333,0.000,No,LARGECONF1_WALL_13_0_0,285.00,90.00,W
,LARGECONF1_WALL_15_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.92,0.20,0.00,1.12,1.12,1.793,0.288,0.252,5.333,0.000,Yes,LARGECONF1_WALL_15_0_0,285.00,90.00,W
,LARGECONF1_WALL_15_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.42,0.15,0.00,0.56,0.56,1.793,0.288,0.252,5.333,0.000,No,LARGECONF1_WALL_15_0_0,285.00,90.00,W
,LARGECONF1_WALL_17_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.64,0.28,0.10,2.02,2.02,1.793,0.288,0.252,5.333,5.333,Yes,LARGECONF1_WALL_17_0_0,285.00,90.00,W
,LARGECONF1_WALL_17_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.74,0.23,0.05,1.02,1.02,1.793,0.288,0.252,5.333,5.333,No,LARGECONF1_WALL_17_0_0,285.00,90.00,W
,OFF-ANNIE_WALL_2_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.09,0.22,0.00,1.31,1.31,1.793,0.288,0.252,5.333,0.000,No,OFF-ANNIE_WALL_2_0_0,105.00,90.00,E
,OFF-ANNIE_WALL_2_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.12,0.22,0.00,1.35,1.35,1.793,0.288,0.252,5.333,0.000,Yes,OFF-ANNIE_WALL_2_0_0,105.00,90.00,E
,OFF-ANNIE_WALL_2_0_0_2_0_2_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.51,0.17,0.00,0.68,0.68,1.793,0.288,0.252,5.333,0.000,No,OFF-ANNIE_WALL_2_0_0,105.00,90.00,E
,OFF-ANNIE_WALL_4_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.32,0.24,0.00,1.57,1.57,1.793,0.288,0.252,5.333,0.000,Yes,OFF-ANNIE_WALL_4_0_0,105.00,90.00,E
,OFF-ANNIE_WALL_4_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.60,0.19,0.00,0.79,0.79,1.793,0.288,0.252,5.333,0.000,No,OFF-ANNIE_WALL_4_0_0,105.00,90.00,E
,OFF-ANNIE_WALL_5_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.31,0.19,0.02,0.52,0.52,1.793,0.288,0.252,5.333,5.333,No,OFF-ANNIE_WALL_5_0_0,104.97,90.00,E
,OFF-ANNIE_WALL_6_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.90,0.31,0.29,2.49,2.49,1.793,0.288,0.252,5.333,5.333,No,OFF-ANNIE_WALL_6_0_0,14.97,90.00,N
,OFF-ANNIE_WALL_8_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.49,0.27,0.10,1.86,1.86,1.793,0.288,0.252,5.333,5.333,No,OFF-ANNIE_WALL_8_0_0,14.97,90.00,N
,OFF-ANNIE_WALL_10_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.90,0.31,0.29,2.49,2.49,1.793,0.288,0.252,5.333,5.333,No,OFF-ANNIE_WALL_10_0_0,14.97,90.00,N
,OFF-ANNIE_WALL_13_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.54,0.27,0.10,1.92,1.92,1.793,0.288,0.252,5.333,5.333,Yes,OFF-ANNIE_WALL_13_0_0,105.00,90.00,E
,OFF-ANNIE_WALL_13_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.70,0.22,0.05,0.96,0.96,1.793,0.288,0.252,5.333,5.333,No,OFF-ANNIE_WALL_13_0_0,105.00,90.00,E
,LARGECONF0_WALL_4_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.64,0.28,0.10,2.02,2.02,1.793,0.288,0.252,5.333,5.333,Yes,LARGECONF0_WALL_4_0_0,285.00,90.00,W
,LARGECONF0_WALL_4_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.74,0.23,0.05,1.02,1.02,1.793,0.288,0.252,5.333,5.333,No,LARGECONF0_WALL_4_0_0,285.00,90.00,W
,LARGECONF0_WALL_6_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.79,0.20,0.10,1.09,1.09,1.793,0.288,0.252,5.333,5.333,No,LARGECONF0_WALL_6_0_0,285.00,90.00,W
,LARGECONF0_WALL_6_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.92,0.20,0.00,1.12,1.12,1.793,0.288,0.252,5.333,0.000,Yes,LARGECONF0_WALL_6_0_0,285.00,90.00,W
,LARGECONF0_WALL_6_0_0_2_0_2_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.37,0.15,0.05,0.56,0.56,1.793,0.288,0.252,5.333,5.333,No,LARGECONF0_WALL_6_0_0,285.00,90.00,W
,LARGECONF0_WALL_8_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.64,0.28,0.10,2.02,2.02,1.793,0.288,0.252,5.333,5.333,Yes,LARGECONF0_WALL_8_0_0,285.00,90.00,W
,LARGECONF0_WALL_8_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.74,0.23,0.05,1.02,1.02,1.793,0.288,0.252,5.333,5.333,No,LARGECONF0_WALL_8_0_0,285.00,90.00,W
,OFF-SUREKHA_WALL_2_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.09,0.22,0.00,1.31,1.31,1.793,0.288,0.252,5.333,0.000,No,OFF-SUREKHA_WALL_2_0_0,105.00,90.00,E
,OFF-SUREKHA_WALL_2_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.12,0.22,0.00,1.35,1.35,1.793,0.288,0.252,5.333,0.000,Yes,OFF-SUREKHA_WALL_2_0_0,105.00,90.00,E
,OFF-SUREKHA_WALL_2_0_0_2_0_2_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.51,0.17,0.00,0.68,0.68,1.793,0.288,0.252,5.333,0.000,No,OFF-SUREKHA_WALL_2_0_0,105.00,90.00,E
,OFF-SUREKHA_WALL_4_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.53,0.27,0.10,1.91,1.91,1.793,0.288,0.252,5.333,5.333,Yes,OFF-SUREKHA_WALL_4_0_0,105.00,90.00,E
,OFF-SUREKHA_WALL_4_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.70,0.22,0.05,0.96,0.96,1.793,0.288,0.252,5.333,5.333,No,OFF-SUREKHA_WALL_4_0_0,105.00,90.00,E
,OFF-SUREKHA_WALL_8_0_0_0_0_0_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,1.54,0.27,0.10,1.91,1.91,1.793,0.288,0.252,5.333,5.333,Yes,OFF-SUREKHA_WALL_8_0_0,105.00,90.00,E
,OFF-SUREKHA_WALL_8_0_0_1_0_1_WIN,LOWE_DOUBLE_LAYER_UIP0D43_100123456,0.70,0.22,0.05,0.96,0.96,1.793,0.288,0.252,5.333,5.333,No,OFF-SUREKHA_WALL_8_0_0,105.00,90.00,E
,Total or Average,,,,,,264.30,1.793,0.288,0.252,,,,,,,
,North Total or Average,,,,,,30.30,1.793,0.288,0.252,,,,,,,
,Non-North Total or Average,,,,,,234.00,1.793,0.288,0.252,,,,,,,


Interior Fenestration

,,Construction,Area of One Opening [m2],Area of Openings [m2],Glass U-Factor [W/m2-K],Glass SHGC,Glass Visible Transmittance,Parent Surface
,Total or Average,,,0.00,-,-,-,


Exterior Door

,,Construction,U-Factor with Film [W/m2-K],U-Factor no Film [W/m2-K],Gross Area [m2],Parent Surface
,UNDERFLOOR_VOID_SPACE_WALL_2_0_0_0_0_0_SUBSURFACE,PLENUM_CONCRETE_BASE_WALL_7,2.409,3.767,8.26,UNDERFLOOR_VOID_SPACE_WALL_2_0_0
,UNDERFLOOR_VOID_SPACE_WALL_3_0_0_0_0_0_SUBSURFACE,PLENUM_CONCRETE_BASE_WALL_7,2.409,3.767,2.47,UNDERFLOOR_VOID_SPACE_WALL_3_0_0
,UNDERFLOOR_VOID_SPACE_WALL_4_0_0_0_0_0_SUBSURFACE,PLENUM_CONCRETE_BASE_WALL_7,2.409,3.767,6.92,UNDERFLOOR_VOID_SPACE_WALL_4_0_0
,UNDERFLOOR_VOID_SPACE_WALL_5_0_0_0_0_0_SUBSURFACE,PLENUM_CONCRETE_BASE_WALL_7,2.409,3.767,6.13,UNDERFLOOR_VOID_SPACE_WALL_5_0_0
,UNDERFLOOR_VOID_SPACE_WALL_6_0_0_0_0_0_SUBSURFACE,PLENUM_CONCRETE_BASE_WALL_7,2.409,3.767,15.14,UNDERFLOOR_VOID_SPACE_WALL_6_0_0


----------------------------------------------------------------------------------------------------
REPORT:,Shading Summary
FOR:,Entire Facility
Sunlit Fraction

,,March 21 9am,March 21 noon,March 21 3pm,June 21 9am,June 21 noon,June 21 3pm,December 21 9am,December 21 noon,December 21 3pm
,None,,,,,,,,,


Window Control

,,Name,Type,Shaded Construction,Control,Glare Control
,ROOFN0_ROOF_2_0_0_0_0_0_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,ROOFN0_ROOF_2_0_0_1_0_1_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,ROOFN0_ROOF_2_0_0_2_0_2_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,ROOFN0_ROOF_2_0_0_3_0_3_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,ROOFN0_ROOF_2_0_0_4_0_4_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,ROOFN1_ROOF_2_0_0_0_0_0_WIN,INTERIOR_SHADE_CONTROL_1003,Interior Shade,LOWE_DOUBLE_LAYER_INSIDE_SHADE_2003,AlwaysOn,No
,ROOFN1_ROOF_2_0_0_1_0_1_WIN,INTERIOR_SHADE_CONTROL_1003,Interior Shade,LOWE_DOUBLE_LAYER_INSIDE_SHADE_2003,AlwaysOn,No
,ROOFN1_ROOF_2_0_0_2_0_2_WIN,INTERIOR_SHADE_CONTROL_1003,Interior Shade,LOWE_DOUBLE_LAYER_INSIDE_SHADE_2003,AlwaysOn,No
,BAS_WALL_2_0_0_0_0_0_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,BAS_WALL_2_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,BAS_WALL_2_0_0_2_0_2_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,BAS_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,BAS_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,STAIRNCOM_WALL_2_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,STAIRNCOM_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,STAIRNCOM_WALL_11_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,STAIRNCOM_WALL_13_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,STAIRNCOM_WALL_16_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-YUJIE_WALL_2_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-YUJIE_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-BAPP_WALL_2_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-BAPP_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-BAPP_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-WEILI_WALL_2_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-WEILI_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-WEILI_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-ZHIANG_WALL_2_0_0_0_0_0_WIN,EXTERNAL_BLIND_CONTROL_1006,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_BLIND_2006,AlwaysOn,No
,OFF-ZHIANG_WALL_2_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-ZHIANG_WALL_2_0_0_2_0_2_WIN,EXTERNAL_BLIND_CONTROL_1006,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_BLIND_2006,AlwaysOn,No
,OFF-ZHIANG_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-ZHIANG_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-NINA_WALL_2_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-NINA_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-NINA_WALL_7_1_0_0_0_0_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,OFF-NINA_WALL_9_0_0_0_0_0_WIN,EXTERNAL_BLIND_CONTROL_1006,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_BLIND_2006,AlwaysOn,No
,OFF-NINA_WALL_9_0_0_1_0_1_WIN,EXTERNAL_BLIND_CONTROL_1006,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_BLIND_2006,AlwaysOn,No
,OFF-NINA_WALL_11_0_0_0_0_0_WIN,EXTERNAL_BLIND_CONTROL_1006,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_BLIND_2006,AlwaysOn,No
,OFF-NINA_WALL_12_0_0_0_0_0_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,OFF-NINA_WALL_12_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-NINA_WALL_12_0_0_2_0_2_WIN,INTERIOR_BLIND_CONTROL_1001,Interior Blind,LOWE_DOUBLE_LAYER_INSIDE_BLIND_2001,AlwaysOn,No
,OFF-VOLKER_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-VOLKER_WALL_6_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-VOLKER_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-ERICA_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-ERICA_WALL_6_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-ERICA_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-JAMES_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-JAMES_WALL_6_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-JAMES_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-VIVIAN_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-VIVIAN_WALL_6_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-VIVIAN_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-CHENLU_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-CHENLU_WALL_6_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-CHENLU_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-OMER_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-OMER_WALL_6_0_0_1_0_1_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,OFF-OMER_WALL_8_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,SMALLCONF_WALL_4_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
,SMALLCONF_WALL_6_0_0_0_0_0_WIN,EXTERNAL_REFLECTOR_CONTROL_1004,Exterior Blind,LOWE_DOUBLE_LAYER_OUTSIDE_REFLECTOR_2004,AlwaysOn,No
